Time Serie,,,EU/US,change %,c change %,,,UK/US,change %,c change %,,,INDIA/US,change %,c change %,,,SRLNK/US,change %,c change %
10/2/00,,,1.1356,0.35%,14.767%,,,0.6814,0.75%,10.578%,,,46.1,0.087%,5.743%,,,79.2,0.00%,9.272%
10/3/00,,,1.144,0.74%,15.507%,,,0.6866,0.76%,11.341%,,,46.18,0.174%,5.916%,,,79.25,0.06%,9.335%
10/4/00,,,1.146,0.17%,15.681%,,,0.6869,0.04%,11.384%,,,46.17,-0.022%,5.895%,,,79.45,0.25%,9.587%
10/5/00,,,1.1514,0.47%,16.153%,,,0.6896,0.39%,11.777%,,,46.17,0.000%,5.895%,,,79.15,-0.38%,9.210%
10/6/00,,,1.1521,0.06%,16.213%,,,0.6923,0.39%,12.169%,,,46.17,0.000%,5.895%,,,79.2,0.06%,9.273%
10/10/00,,,1.1518,-0.03%,16.187%,,,0.6904,-0.27%,11.894%,,,46.25,0.173%,6.068%,,,79.1,-0.13%,9.146%
10/11/00,,,1.1474,-0.38%,15.805%,,,0.684,-0.93%,10.967%,,,46.35,0.216%,6.284%,,,79.2,0.13%,9.273%
10/12/00,,,1.1569,0.83%,16.633%,,,0.6787,-0.77%,10.193%,,,46.3,-0.108%,6.176%,,,79.25,0.06%,9.336%
10/13/00,,,1.1671,0.88%,17.515%,,,0.6851,0.94%,11.136%,,,46.45,0.324%,6.500%,,,79.35,0.13%,9.462%
10/16/00,,,1.178,0.93%,18.449%,,,0.6918,0.98%,12.114%,,,46.4,-0.108%,6.393%,,,79.35,0.00%,9.462%
10/17/00,,,1.1755,-0.21%,18.237%,,,0.6932,0.20%,12.316%,,,46.35,-0.108%,6.285%,,,79.35,0.00%,9.462%
10/18/00,,,1.1918,1.39%,19.623%,,,0.6914,-0.26%,12.056%,,,46.45,0.216%,6.501%,,,79.25,-0.13%,9.336%
10/19/00,,,1.1896,-0.18%,19.439%,,,0.6934,0.29%,12.346%,,,46.4,-0.108%,6.393%,,,79.25,0.00%,9.336%
10/20/00,,,1.1905,0.08%,19.514%,,,0.6921,-0.19%,12.158%,,,46.4,0.000%,6.393%,,,79.35,0.13%,9.462%
10/23/00,,,1.1956,0.43%,19.943%,,,0.6873,-0.69%,11.465%,,,46.45,0.108%,6.501%,,,79.25,-0.13%,9.336%
10/24/00,,,1.1956,0.00%,19.943%,,,0.6901,0.41%,11.872%,,,46.48,0.065%,6.565%,,,79.25,0.00%,9.336%
10/25/00,,,1.2092,1.14%,21.080%,,,0.6976,1.09%,12.959%,,,46.7,0.473%,7.039%,,,79.2,-0.06%,9.273%
10/26/00,,,1.209,-0.02%,21.064%,,,0.6987,0.16%,13.116%,,,46.7,0.000%,7.039%,,,79.4,0.25%,9.526%
10/27/00,,,1.1896,-1.60%,19.459%,,,0.6888,-1.42%,11.699%,,,46.78,0.171%,7.210%,,,79.35,-0.06%,9.463%
10/30/00,,,1.186,-0.30%,19.157%,,,0.6882,-0.09%,11.612%,,,46.78,0.000%,7.210%,,,79.5,0.19%,9.652%
10/31/00,,,1.1784,-0.64%,18.516%,,,0.6894,0.17%,11.787%,,,46.9,0.257%,7.466%,,,79.46,-0.05%,9.602%
11/1/00,,,1.165,-1.14%,17.379%,,,0.6919,0.36%,12.149%,,,46.82,-0.171%,7.296%,,,79.1,-0.45%,9.148%
11/2/00,,,1.1636,-0.12%,17.258%,,,0.6925,0.09%,12.236%,,,46.85,0.064%,7.360%,,,79.15,0.06%,9.212%
11/3/00,,,1.1609,-0.23%,17.026%,,,0.6904,-0.30%,11.933%,,,46.7,-0.320%,7.040%,,,79.2,0.06%,9.275%
11/6/00,,,1.165,0.35%,17.380%,,,0.6983,1.14%,13.077%,,,46.64,-0.128%,6.911%,,,80.06,1.09%,10.361%
11/7/00,,,1.1651,0.01%,17.388%,,,0.6988,0.07%,13.149%,,,46.7,0.129%,7.040%,,,80.38,0.40%,10.760%
11/8/00,,,1.1684,0.28%,17.671%,,,0.7024,0.52%,13.664%,,,46.72,0.043%,7.083%,,,80.2,-0.22%,10.536%
11/9/00,,,1.1663,-0.18%,17.492%,,,0.7021,-0.04%,13.621%,,,46.75,0.064%,7.147%,,,79.9,-0.37%,10.162%
11/10/00,,,1.1594,-0.59%,16.900%,,,0.6991,-0.43%,13.194%,,,46.78,0.064%,7.211%,,,80,0.13%,10.288%
11/13/00,,,1.1618,0.21%,17.107%,,,0.695,-0.59%,12.607%,,,46.77,-0.021%,7.190%,,,80.4,0.50%,10.788%
11/14/00,,,1.1665,0.40%,17.512%,,,0.699,0.58%,13.183%,,,46.85,0.171%,7.361%,,,80.4,0.00%,10.788%
11/15/00,,,1.1669,0.03%,17.546%,,,0.7014,0.34%,13.526%,,,46.83,-0.043%,7.318%,,,80.4,0.00%,10.788%
11/16/00,,,1.1721,0.45%,17.991%,,,0.7028,0.20%,13.726%,,,46.85,0.043%,7.361%,,,80.1,-0.37%,10.414%
11/17/00,,,1.1743,0.19%,18.179%,,,0.7027,-0.01%,13.712%,,,46.82,-0.064%,7.297%,,,80.6,0.62%,11.039%
11/20/00,,,1.1784,0.35%,18.528%,,,0.7031,0.06%,13.769%,,,46.9,0.171%,7.468%,,,80.7,0.12%,11.163%
11/21/00,,,1.1823,0.33%,18.859%,,,0.7062,0.44%,14.210%,,,46.85,-0.107%,7.361%,,,80.9,0.25%,11.411%
11/22/00,,,1.1872,0.41%,19.274%,,,0.7104,0.59%,14.804%,,,46.86,0.021%,7.382%,,,81,0.12%,11.534%
11/24/00,,,1.193,0.49%,19.762%,,,0.7144,0.56%,15.367%,,,46.91,0.107%,7.489%,,,81,0.00%,11.534%
11/27/00,,,1.1765,-1.38%,18.379%,,,0.7065,-1.11%,14.261%,,,46.9,-0.021%,7.468%,,,81,0.00%,11.534%
11/28/00,,,1.17,-0.55%,17.827%,,,0.7051,-0.20%,14.063%,,,46.93,0.064%,7.532%,,,81.1,0.12%,11.658%
11/29/00,,,1.1659,-0.35%,17.476%,,,0.7038,-0.18%,13.879%,,,46.95,0.043%,7.574%,,,81.2,0.12%,11.781%
11/30/00,,,1.1502,-1.35%,16.130%,,,0.7037,-0.01%,13.865%,,,46.87,-0.170%,7.404%,,,81.2,0.00%,11.781%
12/1/00,,,1.1409,-0.81%,15.321%,,,0.6957,-1.14%,12.728%,,,46.89,0.043%,7.447%,,,81.1,-0.12%,11.658%
12/4/00,,,1.1268,-1.24%,14.085%,,,0.6886,-1.02%,11.707%,,,46.88,-0.021%,7.425%,,,81.1,0.00%,11.658%
12/5/00,,,1.1358,0.80%,14.884%,,,0.694,0.78%,12.492%,,,46.8,-0.171%,7.255%,,,81.1,0.00%,11.658%
12/6/00,,,1.1265,-0.82%,14.065%,,,0.6961,0.30%,12.794%,,,46.78,-0.043%,7.212%,,,81.2,0.12%,11.781%
12/7/00,,,1.1247,-0.16%,13.905%,,,0.6944,-0.24%,12.550%,,,46.8,0.043%,7.255%,,,81.2,0.00%,11.781%
12/8/00,,,1.1315,0.60%,14.510%,,,0.6924,-0.29%,12.262%,,,46.8,0.000%,7.255%,,,81.1,-0.12%,11.658%
12/11/00,,,1.1401,0.76%,15.270%,,,0.6871,-0.77%,11.496%,,,46.78,-0.043%,7.212%,,,82.1,1.23%,12.891%
12/12/00,,,1.1396,-0.04%,15.226%,,,0.6906,0.51%,12.006%,,,46.78,0.000%,7.212%,,,82.1,0.00%,12.891%
12/13/00,,,1.1422,0.23%,15.454%,,,0.6892,-0.20%,11.803%,,,46.8,0.043%,7.255%,,,82.2,0.12%,13.013%
12/14/00,,,1.1289,-1.16%,14.290%,,,0.6819,-1.06%,10.744%,,,46.8,0.000%,7.255%,,,82.25,0.06%,13.074%
12/15/00,,,1.1135,-1.36%,12.926%,,,0.6774,-0.66%,10.084%,,,46.8,0.000%,7.255%,,,82.35,0.12%,13.195%
12/18/00,,,1.1199,0.57%,13.501%,,,0.6813,0.58%,10.660%,,,46.79,-0.021%,7.233%,,,82.35,0.00%,13.195%
12/19/00,,,1.1233,0.30%,13.804%,,,0.684,0.40%,11.056%,,,46.75,-0.085%,7.148%,,,82.7,0.43%,13.620%
12/20/00,,,1.104,-1.72%,12.086%,,,0.6786,-0.79%,10.267%,,,46.75,0.000%,7.148%,,,82.8,0.12%,13.741%
12/21/00,,,1.0975,-0.59%,11.497%,,,0.6799,0.19%,10.458%,,,46.74,-0.021%,7.126%,,,82.7,-0.12%,13.620%
12/22/00,,,1.0834,-1.28%,10.212%,,,0.6765,-0.50%,9.958%,,,46.77,0.064%,7.191%,,,82.2,-0.60%,13.016%
12/26/00,,,1.0762,-0.66%,9.548%,,,0.6757,-0.12%,9.840%,,,46.75,-0.043%,7.148%,,,82.4,0.24%,13.259%
12/27/00,,,1.0748,-0.13%,9.418%,,,0.6706,-0.75%,9.085%,,,46.73,-0.043%,7.105%,,,82.45,0.06%,13.320%
12/28/00,,,1.0803,0.51%,9.930%,,,0.6708,0.03%,9.115%,,,46.75,0.043%,7.148%,,,82.45,0.00%,13.320%
12/29/00,,,1.0652,-1.40%,8.532%,,,0.6687,-0.31%,8.802%,,,46.75,0.000%,7.148%,,,82.75,0.36%,13.684%
1/2/01,,,1.0565,-0.82%,7.715%,,,0.6677,-0.15%,8.652%,,,46.74,-0.021%,7.126%,,,82.6,-0.18%,13.502%
1/3/01,,,1.0556,-0.09%,7.630%,,,0.6647,-0.45%,8.203%,,,46.75,0.021%,7.148%,,,82.7,0.12%,13.623%
1/4/01,,,1.0584,0.27%,7.895%,,,0.6698,0.77%,8.970%,,,46.78,0.064%,7.212%,,,82.75,0.06%,13.684%
1/5/01,,,1.0488,-0.91%,6.988%,,,0.6671,-0.40%,8.567%,,,46.76,-0.043%,7.169%,,,83.15,0.48%,14.167%
1/8/01,,,1.0542,0.51%,7.503%,,,0.668,0.13%,8.702%,,,46.73,-0.064%,7.105%,,,82.95,-0.24%,13.927%
1/9/01,,,1.0642,0.95%,8.452%,,,0.6711,0.46%,9.166%,,,46.68,-0.107%,6.998%,,,82.9,-0.06%,13.866%
1/10/01,,,1.0653,0.10%,8.555%,,,0.6707,-0.06%,9.106%,,,46.68,0.000%,6.998%,,,83,0.12%,13.987%
1/11/01,,,1.0504,-1.40%,7.156%,,,0.6682,-0.37%,8.734%,,,46.68,0.000%,6.998%,,,83.42,0.51%,14.493%
1/12/01,,,1.0542,0.36%,7.518%,,,0.6767,1.27%,10.006%,,,47.47,1.692%,8.690%,,,85,1.89%,16.387%
1/16/01,,,1.0668,1.20%,8.713%,,,0.6814,0.69%,10.700%,,,46.55,-1.938%,6.752%,,,84.99,-0.01%,16.375%
1/17/01,,,1.0746,0.73%,9.444%,,,0.6792,-0.32%,10.377%,,,46.48,-0.150%,6.602%,,,84.99,0.00%,16.375%
1/18/01,,,1.0586,-1.49%,7.955%,,,0.6777,-0.22%,10.157%,,,46.45,-0.065%,6.537%,,,85.1,0.13%,16.505%
1/19/01,,,1.068,0.89%,8.843%,,,0.6811,0.50%,10.658%,,,46.43,-0.043%,6.494%,,,85.1,0.00%,16.505%
1/22/01,,,1.0668,-0.11%,8.731%,,,0.6826,0.22%,10.879%,,,46.43,0.000%,6.494%,,,85.2,0.12%,16.622%
1/23/01,,,1.0651,-0.16%,8.572%,,,0.6796,-0.44%,10.439%,,,46.39,-0.086%,6.408%,,,85.35,0.18%,16.798%
1/24/01,,,1.0801,1.41%,9.980%,,,0.6842,0.68%,11.116%,,,46.42,0.065%,6.473%,,,91,6.62%,23.418%
1/25/01,,,1.0847,0.43%,10.406%,,,0.6847,0.07%,11.189%,,,46.54,0.259%,6.731%,,,93,2.20%,25.616%
1/26/01,,,1.0854,0.06%,10.470%,,,0.6854,0.10%,11.291%,,,46.53,-0.021%,6.710%,,,89.9,-3.33%,22.283%
1/29/01,,,1.0892,0.35%,10.821%,,,0.6863,0.13%,11.423%,,,46.5,-0.064%,6.645%,,,89.5,-0.44%,21.838%
1/30/01,,,1.0794,-0.90%,9.921%,,,0.6842,-0.31%,11.117%,,,46.46,-0.086%,6.559%,,,89.9,0.45%,22.285%
1/31/01,,,1.0743,-0.47%,9.448%,,,0.6843,0.01%,11.131%,,,46.44,-0.043%,6.516%,,,90,0.11%,22.396%
2/1/01,,,1.0656,-0.81%,8.638%,,,0.6768,-1.10%,10.035%,,,46.41,-0.065%,6.452%,,,90.4,0.44%,22.840%
2/2/01,,,1.0687,0.29%,8.929%,,,0.6806,0.56%,10.597%,,,46.44,0.065%,6.516%,,,88.5,-2.10%,20.738%
2/5/01,,,1.0644,-0.40%,8.527%,,,0.678,-0.38%,10.215%,,,46.43,-0.022%,6.495%,,,88.5,0.00%,20.738%
2/6/01,,,1.0748,0.98%,9.504%,,,0.6856,1.12%,11.336%,,,46.42,-0.022%,6.473%,,,87.3,-1.36%,19.383%
2/7/01,,,1.0717,-0.29%,9.216%,,,0.6834,-0.32%,11.015%,,,46.46,0.086%,6.560%,,,87.5,0.23%,19.612%
2/8/01,,,1.0889,1.60%,10.821%,,,0.6925,1.33%,12.346%,,,46.46,0.000%,6.560%,,,87.5,0.00%,19.612%
2/9/01,,,1.0791,-0.90%,9.921%,,,0.6901,-0.35%,12.000%,,,46.54,0.172%,6.732%,,,86.9,-0.69%,18.926%
2/12/01,,,1.0768,-0.21%,9.707%,,,0.689,-0.16%,11.840%,,,46.56,0.043%,6.775%,,,86.6,-0.35%,18.581%
2/13/01,,,1.0865,0.90%,10.608%,,,0.6892,0.03%,11.869%,,,46.6,0.086%,6.861%,,,87.5,1.04%,19.620%
2/14/01,,,1.0873,0.07%,10.682%,,,0.686,-0.46%,11.405%,,,46.65,0.107%,6.968%,,,87,-0.57%,19.049%
2/15/01,,,1.1041,1.55%,12.227%,,,0.6901,0.60%,12.003%,,,46.63,-0.043%,6.925%,,,85.9,-1.26%,17.784%
2/16/01,,,1.0915,-1.14%,11.086%,,,0.6894,-0.10%,11.901%,,,46.55,-0.172%,6.753%,,,87,1.28%,19.065%
2/20/01,,,1.0994,0.72%,11.810%,,,0.6927,0.48%,12.380%,,,46.66,0.236%,6.990%,,,85.4,-1.84%,17.226%
2/21/01,,,1.1017,0.21%,12.019%,,,0.6952,0.36%,12.741%,,,46.65,-0.021%,6.968%,,,85.5,0.12%,17.343%
2/22/01,,,1.1027,0.09%,12.110%,,,0.6922,-0.43%,12.309%,,,46.63,-0.043%,6.925%,,,87,1.75%,19.097%
2/23/01,,,1.0995,-0.29%,11.819%,,,0.6911,-0.16%,12.150%,,,46.65,0.043%,6.968%,,,87,0.00%,19.097%
2/26/01,,,1.0997,0.02%,11.838%,,,0.6925,0.20%,12.353%,,,46.66,0.021%,6.990%,,,86.08,-1.06%,18.040%
2/27/01,,,1.0955,-0.38%,11.456%,,,0.6942,0.25%,12.598%,,,46.68,0.043%,7.033%,,,87,1.07%,19.108%
2/28/01,,,1.0855,-0.91%,10.543%,,,0.6929,-0.19%,12.411%,,,46.59,-0.193%,6.840%,,,87,0.00%,19.108%
3/1/01,,,1.0763,-0.85%,9.695%,,,0.6871,-0.84%,11.574%,,,46.59,0.000%,6.840%,,,87,0.00%,19.108%
3/2/01,,,1.0707,-0.52%,9.175%,,,0.6791,-1.16%,10.410%,,,46.59,0.000%,6.840%,,,87,0.00%,19.108%
3/5/01,,,1.0765,0.54%,9.717%,,,0.6809,0.27%,10.675%,,,46.57,-0.043%,6.797%,,,87,0.00%,19.108%
3/6/01,,,1.0738,-0.25%,9.466%,,,0.6824,0.22%,10.895%,,,46.53,-0.086%,6.711%,,,85.1,-2.18%,16.925%
3/7/01,,,1.0783,0.42%,9.885%,,,0.6844,0.29%,11.188%,,,46.57,0.086%,6.797%,,,85.3,0.24%,17.160%
3/8/01,,,1.0775,-0.07%,9.811%,,,0.6818,-0.38%,10.808%,,,46.56,-0.021%,6.776%,,,85.4,0.12%,17.277%
3/9/01,,,1.0735,-0.37%,9.440%,,,0.6814,-0.06%,10.750%,,,46.55,-0.021%,6.754%,,,84.4,-1.17%,16.106%
3/12/01,,,1.0753,0.17%,9.607%,,,0.6817,0.04%,10.794%,,,46.57,0.043%,6.797%,,,84.5,0.12%,16.224%
3/13/01,,,1.0931,1.66%,11.263%,,,0.689,1.07%,11.865%,,,46.7,0.279%,7.076%,,,84.6,0.12%,16.343%
3/14/01,,,1.0949,0.16%,11.427%,,,0.6898,0.12%,11.981%,,,46.69,-0.021%,7.055%,,,85.1,0.59%,16.934%
3/15/01,,,1.1055,0.97%,12.395%,,,0.6927,0.42%,12.401%,,,46.66,-0.064%,6.991%,,,85.5,0.47%,17.404%
3/16/01,,,1.1199,1.30%,13.698%,,,0.701,1.20%,13.599%,,,46.69,0.064%,7.055%,,,85.5,0.00%,17.404%
3/19/01,,,1.113,-0.62%,13.082%,,,0.7024,0.20%,13.799%,,,46.72,0.064%,7.119%,,,85.55,0.06%,17.462%
3/20/01,,,1.1045,-0.76%,12.318%,,,0.7,-0.34%,13.457%,,,46.71,-0.021%,7.098%,,,85.55,0.00%,17.462%
3/21/01,,,1.1148,0.93%,13.251%,,,0.6988,-0.17%,13.286%,,,46.71,0.000%,7.098%,,,85.75,0.23%,17.696%
3/22/01,,,1.126,1.00%,14.255%,,,0.7031,0.62%,13.901%,,,46.74,0.064%,7.162%,,,85.75,0.00%,17.696%
3/23/01,,,1.1203,-0.51%,13.749%,,,0.6997,-0.48%,13.418%,,,46.72,-0.043%,7.119%,,,85.6,-0.17%,17.521%
3/26/01,,,1.1167,-0.32%,13.428%,,,0.6971,-0.37%,13.046%,,,46.69,-0.064%,7.055%,,,85.7,0.12%,17.638%
3/27/01,,,1.1223,0.50%,13.929%,,,0.6998,0.39%,13.433%,,,46.65,-0.086%,6.969%,,,86.1,0.47%,18.105%
3/28/01,,,1.1259,0.32%,14.250%,,,0.6968,-0.43%,13.005%,,,46.65,0.000%,6.969%,,,86.45,0.41%,18.511%
3/29/01,,,1.1355,0.85%,15.103%,,,0.6992,0.34%,13.349%,,,46.66,0.021%,6.991%,,,86.6,0.17%,18.685%
3/30/01,,,1.1371,0.14%,15.244%,,,0.7047,0.79%,14.136%,,,46.85,0.407%,7.398%,,,86.6,0.00%,18.685%
4/2/01,,,1.1333,-0.33%,14.909%,,,0.7042,-0.07%,14.065%,,,46.65,-0.427%,6.971%,,,86.6,0.00%,18.685%
4/3/01,,,1.1198,-1.19%,13.718%,,,0.6991,-0.72%,13.341%,,,46.67,0.043%,7.014%,,,87.5,1.04%,19.724%
4/4/01,,,1.1095,-0.92%,12.798%,,,0.6969,-0.31%,13.026%,,,46.6,-0.150%,6.864%,,,88.1,0.69%,20.410%
4/5/01,,,1.1141,0.41%,13.213%,,,0.701,0.59%,13.614%,,,46.64,0.086%,6.950%,,,88.1,0.00%,20.410%
4/6/01,,,1.1109,-0.29%,12.926%,,,0.6953,-0.81%,12.801%,,,46.58,-0.129%,6.821%,,,88.1,0.00%,20.410%
4/9/01,,,1.1094,-0.14%,12.791%,,,0.6911,-0.60%,12.197%,,,46.58,0.000%,6.821%,,,88,-0.11%,20.296%
4/10/01,,,1.1256,1.46%,14.251%,,,0.6964,0.77%,12.964%,,,46.6,0.043%,6.864%,,,87.6,-0.45%,19.842%
4/11/01,,,1.1292,0.32%,14.571%,,,0.6974,0.14%,13.107%,,,46.75,0.322%,7.186%,,,88,0.46%,20.298%
4/12/01,,,1.1208,-0.74%,13.827%,,,0.6949,-0.36%,12.749%,,,46.75,0.000%,7.186%,,,87.75,-0.28%,20.014%
4/13/01,,,1.1251,0.38%,14.211%,,,0.6967,0.26%,13.008%,,,46.89,0.299%,7.485%,,,87.76,0.01%,20.025%
4/16/01,,,1.1284,0.29%,14.504%,,,0.6964,-0.04%,12.965%,,,47.07,0.384%,7.869%,,,87.3,-0.52%,19.501%
4/17/01,,,1.1346,0.55%,15.053%,,,0.6999,0.50%,13.468%,,,46.95,-0.255%,7.614%,,,87.5,0.23%,19.730%
4/18/01,,,1.1343,-0.03%,15.027%,,,0.7014,0.21%,13.682%,,,46.95,0.000%,7.614%,,,87.7,0.23%,19.959%
4/19/01,,,1.1225,-1.04%,13.987%,,,0.6961,-0.76%,12.926%,,,46.88,-0.149%,7.465%,,,87.8,0.11%,20.073%
4/20/01,,,1.1072,-1.36%,12.624%,,,0.6931,-0.43%,12.495%,,,46.88,0.000%,7.465%,,,88.2,0.46%,20.529%
4/23/01,,,1.1161,0.80%,13.427%,,,0.6956,0.36%,12.856%,,,46.82,-0.128%,7.337%,,,88.4,0.23%,20.755%
4/24/01,,,1.1178,0.15%,13.580%,,,0.6961,0.07%,12.928%,,,46.88,0.128%,7.465%,,,88.9,0.57%,21.321%
4/25/01,,,1.1146,-0.29%,13.293%,,,0.6946,-0.22%,12.712%,,,46.88,0.000%,7.465%,,,88.9,0.00%,21.321%
4/26/01,,,1.1098,-0.43%,12.863%,,,0.6955,0.13%,12.842%,,,46.78,-0.213%,7.252%,,,89.4,0.56%,21.883%
4/27/01,,,1.1206,0.97%,13.836%,,,0.6963,0.12%,12.957%,,,46.88,0.214%,7.466%,,,90,0.67%,22.555%
4/30/01,,,1.1269,0.56%,14.398%,,,0.699,0.39%,13.345%,,,46.88,0.000%,7.466%,,,90.7,0.78%,23.332%
5/1/01,,,1.1189,-0.71%,13.688%,,,0.6974,-0.23%,13.116%,,,46.87,-0.021%,7.444%,,,90.7,0.00%,23.332%
5/2/01,,,1.1204,0.13%,13.822%,,,0.6971,-0.04%,13.073%,,,46.87,0.000%,7.444%,,,93,2.54%,25.868%
5/3/01,,,1.1247,0.38%,14.206%,,,0.6982,0.16%,13.231%,,,46.87,0.000%,7.444%,,,92.9,-0.11%,25.761%
5/4/01,,,1.1193,-0.48%,13.726%,,,0.6963,-0.27%,12.958%,,,46.87,0.000%,7.444%,,,90.6,-2.48%,23.285%
5/7/01,,,1.1216,0.21%,13.931%,,,0.6944,-0.27%,12.686%,,,46.84,-0.064%,7.380%,,,90.45,-0.17%,23.119%
5/8/01,,,1.1302,0.77%,14.698%,,,0.6986,0.60%,13.290%,,,46.83,-0.021%,7.359%,,,90.45,0.00%,23.119%
5/9/01,,,1.1306,0.04%,14.734%,,,0.7038,0.74%,14.035%,,,46.85,0.043%,7.402%,,,90,-0.50%,22.622%
5/10/01,,,1.1374,0.60%,15.335%,,,0.7049,0.16%,14.191%,,,46.88,0.064%,7.466%,,,89.95,-0.06%,22.566%
5/11/01,,,1.1417,0.38%,15.713%,,,0.7054,0.07%,14.262%,,,46.85,-0.064%,7.402%,,,89.95,0.00%,22.566%
5/14/01,,,1.1431,0.12%,15.836%,,,0.7054,0.00%,14.262%,,,47,0.320%,7.722%,,,90.05,0.11%,22.677%
5/15/01,,,1.1379,-0.45%,15.381%,,,0.7024,-0.43%,13.837%,,,47.03,0.064%,7.786%,,,90.45,0.44%,23.122%
5/16/01,,,1.131,-0.61%,14.774%,,,0.6996,-0.40%,13.438%,,,46.97,-0.128%,7.658%,,,90.45,0.00%,23.122%
5/17/01,,,1.1328,0.16%,14.934%,,,0.6988,-0.11%,13.324%,,,46.99,0.043%,7.701%,,,90.6,0.17%,23.287%
5/18/01,,,1.1397,0.61%,15.543%,,,0.6977,-0.16%,13.166%,,,46.98,-0.021%,7.680%,,,90.65,0.06%,23.343%
5/21/01,,,1.1413,0.14%,15.683%,,,0.6954,-0.33%,12.837%,,,47,0.043%,7.722%,,,90.65,0.00%,23.343%
5/22/01,,,1.1551,1.21%,16.892%,,,0.7004,0.72%,13.556%,,,47.06,0.128%,7.850%,,,90.65,0.00%,23.343%
5/23/01,,,1.1631,0.69%,17.585%,,,0.702,0.23%,13.784%,,,47.02,-0.085%,7.765%,,,90.65,0.00%,23.343%
5/24/01,,,1.1669,0.33%,17.912%,,,0.7091,1.01%,14.796%,,,47.02,0.000%,7.765%,,,90.85,0.22%,23.563%
5/25/01,,,1.1659,-0.09%,17.826%,,,0.7039,-0.73%,14.062%,,,47.02,0.000%,7.765%,,,90.95,0.11%,23.673%
5/29/01,,,1.17,0.35%,18.177%,,,0.7049,0.14%,14.204%,,,47.02,0.000%,7.765%,,,91.35,0.44%,24.113%
5/30/01,,,1.166,-0.34%,17.836%,,,0.7017,-0.45%,13.750%,,,47,-0.043%,7.722%,,,91.35,0.00%,24.113%
5/31/01,,,1.1827,1.43%,19.268%,,,0.7055,0.54%,14.292%,,,47,0.000%,7.722%,,,92,0.71%,24.825%
6/1/01,,,1.1832,0.04%,19.310%,,,0.7062,0.10%,14.391%,,,47.05,0.106%,7.829%,,,91.35,-0.71%,24.118%
6/4/01,,,1.1836,0.03%,19.344%,,,0.7081,0.27%,14.660%,,,47.06,0.021%,7.850%,,,90.45,-0.99%,23.133%
6/5/01,,,1.1759,-0.65%,18.693%,,,0.7086,0.07%,14.731%,,,47,-0.127%,7.722%,,,90.5,0.06%,23.188%
6/6/01,,,1.1832,0.62%,19.314%,,,0.7191,1.48%,16.213%,,,47.03,0.064%,7.786%,,,89.95,-0.61%,22.580%
6/7/01,,,1.1756,-0.64%,18.672%,,,0.7194,0.04%,16.254%,,,47,-0.064%,7.722%,,,89.9,-0.06%,22.525%
6/8/01,,,1.1758,0.02%,18.689%,,,0.7237,0.60%,16.852%,,,47.03,0.064%,7.786%,,,89.9,0.00%,22.525%
6/11/01,,,1.1869,0.94%,19.633%,,,0.7283,0.64%,17.488%,,,47.04,0.021%,7.808%,,,90.05,0.17%,22.692%
6/12/01,,,1.1794,-0.63%,19.001%,,,0.7256,-0.37%,17.117%,,,47.08,0.085%,7.893%,,,90,-0.06%,22.636%
6/13/01,,,1.1715,-0.67%,18.331%,,,0.719,-0.91%,16.207%,,,47.09,0.021%,7.914%,,,90.1,0.11%,22.747%
6/14/01,,,1.1631,-0.72%,17.614%,,,0.714,-0.70%,15.512%,,,47,-0.191%,7.723%,,,90.5,0.44%,23.191%
6/15/01,,,1.159,-0.35%,17.262%,,,0.7114,-0.36%,15.148%,,,47.05,0.106%,7.829%,,,90.1,-0.44%,22.749%
6/18/01,,,1.1614,0.21%,17.469%,,,0.7126,0.17%,15.316%,,,47.02,-0.064%,7.765%,,,90.1,0.00%,22.749%
6/19/01,,,1.1685,0.61%,18.080%,,,0.7139,0.18%,15.499%,,,47.02,0.000%,7.765%,,,90.1,0.00%,22.749%
6/20/01,,,1.1756,0.61%,18.688%,,,0.7167,0.39%,15.891%,,,47.01,-0.021%,7.744%,,,90.1,0.00%,22.749%
6/21/01,,,1.1704,-0.44%,18.245%,,,0.7059,-1.51%,14.384%,,,47.05,0.085%,7.829%,,,90.65,0.61%,23.360%
6/22/01,,,1.1669,-0.30%,17.946%,,,0.7072,0.18%,14.568%,,,47.04,-0.021%,7.808%,,,90.6,-0.06%,23.305%
6/25/01,,,1.1613,-0.48%,17.466%,,,0.7077,0.07%,14.639%,,,47.06,0.043%,7.850%,,,90.6,0.00%,23.305%
6/26/01,,,1.1597,-0.14%,17.329%,,,0.7065,-0.17%,14.469%,,,47.07,0.021%,7.872%,,,90.65,0.06%,23.360%
6/27/01,,,1.16,0.03%,17.354%,,,0.7047,-0.25%,14.215%,,,47.04,-0.064%,7.808%,,,90.65,0.00%,23.360%
6/28/01,,,1.1806,1.78%,19.130%,,,0.7107,0.85%,15.066%,,,47.06,0.043%,7.850%,,,90.75,0.11%,23.470%
6/29/01,,,1.1801,-0.04%,19.088%,,,0.7104,-0.04%,15.024%,,,47.09,0.064%,7.914%,,,90.8,0.06%,23.525%
7/2/01,,,1.1827,0.22%,19.308%,,,0.7058,-0.65%,14.376%,,,47.18,0.191%,8.105%,,,90.95,0.17%,23.690%
7/3/01,,,1.1797,-0.25%,19.055%,,,0.7113,0.78%,15.156%,,,47.17,-0.021%,8.084%,,,90.75,-0.22%,23.470%
